Name	tpm	expression_level	log_tpm	locus_tag
PA1465	492.7601538359	high	8.944741789582846	PA1465
PA1466	63.34006913443333	medium_low	5.985046536927442	PA1466
PA1467	35.616047653866666	medium_low	5.15445552299072	PA1467
PA1468	18.1007919705	low	4.177980916334895	PA1468
PA1469	40.22225102256667	medium_low	5.32992191865441	PA1469
PA1470	36.02052864783334	medium_low	5.170747449702092	PA1470
PA1471	114.61600711723332	medium_high	6.840664732787348	PA1471
PA1472	42.60557599676667	medium_low	5.412970350137807	PA1472
PA1473	137.0960281984	medium_high	7.099042965257479	PA1473
PA1474	144.01810140830003	medium_high	7.170106342905882	PA1474
ccmA	132.16989232310002	medium_high	7.046249764933031	PA1475
ccmB	175.98915103936667	high	7.459342685545677	PA1476
ccmC	250.83930605556665	high	7.970619623274713	PA1477
PA1478	103.59081680753333	medium_high	6.694752305410706	PA1478
ccmE	279.3072200801667	high	8.125709057482164	PA1479
ccmF	97.34013888623333	medium_high	6.604962927962141	PA1480
ccmG	123.86596750976666	medium_high	6.952636047557995	PA1481
ccmH	126.9131661963	medium_high	6.987697934452545	PA1482
cycH	149.67947015273333	high	7.225732546508704	PA1483
PA1483a	48.97057491416667	medium_low	5.613843228261965	PA1483a
PA1484	47.130482845366664	medium_low	5.558588556530204	PA1484
PA1485	7.061326605166667	not_expressed		PA1485
PA1486	6.9487352935999995	not_expressed		PA1486
PA1487	10.080303358266667	low	3.333467151074543	PA1487
PA1488	11.012224543733334	low	3.461034027371524	PA1488
PA1489	8.6590099781	not_expressed		PA1489
PA1490	12.319870634266666	low	3.622915201871327	PA1490
PA1491	39.643451094	medium_low	5.309010654270474	PA1491
PA1492	29.8849765608	low	4.901348506125672	PA1492
cysP	179.25661519006667	high	7.4858825501289825	PA1493
PA1494	13.822318439266667	low	3.78892771642414	PA1494
PA1495	27.563936476033334	low	4.784710032599622	PA1495
PA1496	23.4813571733	low	4.55344389049907	PA1496
PA1497	14.5135263843	low	3.859326191758007	PA1497
pykF	8.936952513	not_expressed		PA1498
PA1499	5.198232619533333	not_expressed		PA1499
PA1500	7.092405472166667	not_expressed		PA1500
PA1501	73.17579890653333	medium_high	6.19329468642268	PA1501
gcl	12.472789363466667	low	3.6407122345400427	PA1502
PA1503	20.462439674333336	low	4.354906258359256	PA1503
PA1504	131.2072876915	medium_high	7.035704044062978	PA1504
moaA2	389.13519456266664	high	8.604127657684653	PA1505
PA1506	69.7275149863	medium_high	6.123656161327424	PA1506
PA1507	18.312873731	low	4.194786297390628	PA1507
PA1508	39.67034728896667	medium_low	5.309989122314515	PA1508
PA1509	157.04938458033334	high	7.295074479376249	PA1509
PA1510	98.557625627	medium_high	6.622895595061673	PA1510
PA1511	27.192091774299996	low	4.765115231036104	PA1511
hcpA	12.553629397633335	low	3.6500326189824452	PA1512
PA1513	89.76262854693334	medium_high	6.488043018339649	PA1513
PA1514	81.841164747	medium_high	6.354754772262433	PA1514
alc	67.68677113933333	medium_high	6.080801992548962	PA1515
PA1516	12.783741218633333	low	3.6762382040752506	PA1516
PA1517	40.38719951696667	medium_low	5.335826206685777	PA1517
PA1518	60.314373331300004	medium_low	5.914429942166712	PA1518
PA1519	11.96789664	low	3.581097715532757	PA1519
PA1520	314.2785634296667	high	8.295900060739205	PA1520
PA1521	19.33672453386667	low	4.273271530914478	PA1521
PA1522	68.7537738338	medium_high	6.103366998839426	PA1522
xdhB	35.25761507386667	medium_low	5.139862984818487	PA1523
xdhA	40.1536782686	medium_low	5.327460246435805	PA1524
alkB2	51.79936042383333	medium_low	5.694862379689918	PA1525
PA1526	459.87884587873333	high	8.845110026005813	PA1526
PA1527	158.34240975443333	high	7.306903902280761	PA1527
zipA	854.2763849603334	high	9.738559091824738	PA1528
lig	61.30512389256668	medium_low	5.937935754536961	PA1529
PA1530	119.08932110236667	medium_high	6.895900240395786	PA1530
PA1531	53.12173698593333	medium_low	5.731230415894899	PA1531
dnaX	168.64928980253333	high	7.397882432823794	PA1532
PA1533	1022.6653836653335	high	9.998118456826607	PA1533
recR	147.42152113186668	high	7.203803339471117	PA1534
PA1535	22.074896723	low	4.464334783154568	PA1535
PA1536	43.0685466989	medium_low	5.428562737118993	PA1536
PA1537	14.658846927533332	low	3.873699719685494	PA1537
PA1538	9.317389917833333	not_expressed		PA1538
PA1539	63.51358395663333	medium_low	5.988993275922	PA1539
PA1540	48.137498469200004	medium_low	5.589089267031096	PA1540
PA1541	54.52281701806666	medium_low	5.768788198354836	PA1541
PA1542	23.320840109533336	low	4.5435478559826485	PA1542
apt	105.19378040383333	medium_high	6.716905597391584	PA1543
anr	279.3671095662	high	8.126018369223361	PA1544
PA1545	460.80121213603337	high	8.848000701564377	PA1545
hemN	591.9552616038	high	9.209344334714592	PA1546
PA1547	130.82230530333334	medium_high	7.031464732193385	PA1547
PA1548	200.67276263083332	high	7.648701002369235	PA1548
PA1549	186.1262905097333	high	7.540138041566857	PA1549
PA1550	458.67665578563333	high	8.841333673520484	PA1550
PA1551	573.6606925683667	high	9.164053857181566	PA1551
ccoP1	163.80696339370002	high	7.355852876668348	PA1552
ccoQ1	186.8758402981667	high	7.545936256262845	PA1552.1
ccoO1	110.44721681186667	medium_high	6.787213254078519	PA1553
ccoN1	212.96541047676666	high	7.734475318883439	PA1554
ccoP2	98.55816593836668	medium_high	6.62290350416447	PA1555
ccoQ2	175.45883727356667	high	7.454988803058661	PA1555.1
ccoO2	99.2187241614	medium_high	6.6325405008394265	PA1556
ccoN2	143.14348540176667	medium_high	7.161318203161724	PA1557
PA1558	34.41453501143334	medium_low	5.104946112141123	PA1558
aer	826.3643247398	high	9.690634162235273	PA1561
acnA	201.51174804126666	high	7.654720139430256	PA1562
PA1563	109.77530976063333	medium_high	6.77840979519795	PA1563
PA1564	392.70304277223335	high	8.61729496622417	PA1564
PA1565	27.742976583066667	low	4.794050679637919	PA1565
PA1566	11.556258192766668	low	3.53060243731053	PA1566
PA1567	36.78869523476667	medium_low	5.201190604802166	PA1567
PA1568	6.3005487452999995	not_expressed		PA1568
PA1569	13.241792822	low	3.72702655844536	PA1569
PA1570	75.00330946333332	medium_high	6.228882349709226	PA1570
PA1571	292.31216587886667	high	8.19136606437835	PA1571
PA1572	107.77624191213333	medium_high	6.751895376648847	PA1572
PA1573	63.73059225936667	medium_low	5.993914162913128	PA1573
PA1574	298.05265703793333	high	8.219423424275758	PA1574
PA1575	89.75967586626666	medium_high	6.48799556108614	PA1575
PA1576	121.10715229793333	medium_high	6.920140259431722	PA1576
PA1577	51.00780852996667	medium_low	5.6726462138369715	PA1577
PA1578	45.56410111733334	medium_low	5.5098257013574115	PA1578
PA1578a	26.142502526399998	low	4.708325346564591	PA1578a
PA1579	225.2142524326	high	7.815154319427325	PA1579
gltA	222.19259319756668	high	7.795666914983986	PA1580
sdhC	1538.5863507337665	high	10.587389699590906	PA1581
sdhD	297.2244198603	high	8.215408841869454	PA1582
sdhA	421.8389877603	high	8.720548629735802	PA1583
sdhB	373.3821640484	high	8.544509203430161	PA1584
sucA	152.75575114426667	high	7.255082887272872	PA1585
sucB	163.2380389275	high	7.350833473661733	PA1586
lpdG	321.7265034439667	high	8.329690978150207	PA1587
sucC	486.04325289843337	high	8.924940894481246	PA1588
sucD	421.5570598791334	high	8.719584110226053	PA1589
braB	91.54206976853334	medium_high	6.516363006566393	PA1590
PA1591	32.28790111086666	medium_low	5.012921755865209	PA1591
PA1592	10732.140396978233	high	13.389650212601872	PA1592
PA1593	74.03575120343334	medium_high	6.210150198447813	PA1593
PA1594	34.79033750313333	medium_low	5.120614769583451	PA1594
PA1595	42.16826804343333	medium_low	5.398085862616273	PA1595
htpG	671.7339387162666	high	9.391746111318104	PA1596
PA1597	112.69285671226667	medium_high	6.816252259744461	PA1597
PA1598	58.6994033263	medium_low	5.87527393344308	PA1598
PA1599	42.77666933013333	medium_low	5.4187522508834665	PA1599
PA1600	29.83276886253333	low	4.898825979327631	PA1600
PA1601	30.505338505566666	low	4.9309898346628165	PA1601
PA1602	26.487456736400002	low	4.727237421043764	PA1602
PA1603	73.68846093633333	medium_high	6.203366816605457	PA1603
PA1604	176.9445623442	high	7.46715361698237	PA1604
PA1605	29.4798875624	low	4.8816591168279	PA1605
PA1606	14.942588968999999	low	3.9013582275624064	PA1606
PA1607	592.411592535	high	9.210456061882105	PA1607
PA1608	57.84470165836667	medium_low	5.854112915218166	PA1608
fabB	247.08511939253333	high	7.94886431729678	PA1609
fabA	408.41510910236667	high	8.673892428722692	PA1610
PA1611	68.54909409706666	medium_high	6.099065695241896	PA1611
PA1612	75.76427268163333	medium_high	6.243445787926869	PA1612
PA1613	50.22878293123333	medium_low	5.650442413091478	PA1613
gpsA	165.85497832253333	high	7.3737785066545865	PA1614
PA1615	71.60430816733334	medium_high	6.161974486631997	PA1615
PA1616	147.87804470086667	high	7.208264062682112	PA1616
PA1617	125.88878891489999	medium_high	6.976005998669185	PA1617
PA1618	118.68492908169999	medium_high	6.890992939248991	PA1618
PA1619	109.78794012763335	medium_high	6.778575777144973	PA1619
PA1620	11.536914500233335	low	3.528185527673368	PA1620
PA1621	55.80123994046667	medium_low	5.802225274936222	PA1621
PA1622	45.0007865114	medium_low	5.491878311578128	PA1622
PA1623	199.57529455366668	high	7.6407893301347345	PA1623
PA1624	110.30374079216665	medium_high	6.78533790845374	PA1624
PA1625	41.28077057786667	medium_low	5.367397996329023	PA1625
PA1626	14.487029834866668	low	3.856689935348579	PA1626
PA1627	63.5481154546	medium_low	5.9897774370394465	PA1627
PA1628	16.6291228746	low	4.055640168633562	PA1628
PA1629	16.1583557497	low	4.014208493939755	PA1629
PA1630	41.10545264296667	medium_low	5.361257875149517	PA1630
PA1631	12.778101486333334	low	3.675601597861287	PA1631
kdpF	3.035991165366667	not_expressed		PA1632
kdpA	36.33004647133333	medium_low	5.183091306055549	PA1633
kdpB	7.155296853333333	not_expressed		PA1634
kdpC	3.1505267756333333	not_expressed		PA1635
kdpD	17.781347366033334	low	4.152292742151016	PA1636
kdpE	54.78781581486667	medium_low	5.77578318482673	PA1637
PA1638	20.367525719033335	low	4.3481988248379935	PA1638
PA1639	96.75659781683333	medium_high	6.596288136641378	PA1639
PA1640	79.89652054970001	medium_high	6.320060770819142	PA1640
PA1641	90.0167174729	medium_high	6.492121051613572	PA1641
selD	244.01696345616665	high	7.930837633642451	PA1642
PA1643	95.10898011703334	medium_high	6.571509660564829	PA1643
PA1643a	63.966599494700006	medium_low	5.999246885599148	PA1643a
PA1644	57.1856943512	medium_low	5.837582380529733	PA1644
PA1645	160.05779425866666	high	7.322449122606557	PA1645
PA1646	24.668173588666665	low	4.624578998522328	PA1646
PA1647	32.580232990633334	medium_low	5.0259250159155995	PA1647
PA1648	22.127659104166668	low	4.467778930687767	PA1648
PA1649	33.17615681076666	medium_low	5.052074866317325	PA1649
PA1650	84.8669876113	medium_high	6.407131564196477	PA1650
PA1651	69.21805085443333	medium_high	6.113076411394548	PA1651
PA1652	58.32027149513333	medium_low	5.865925530666252	PA1652
PA1653	148.9820316879	high	7.218994531482729	PA1653
PA1654	102.0569915468	medium_high	6.673231209229026	PA1654
PA1655	89.54391023753334	medium_high	6.484523414660241	PA1655
PA1656	399.3486760658334	high	8.641505120595713	PA1656
PA1657	218.35459953906664	high	7.770529110919511	PA1657
PA1658	84.22230970266666	medium_high	6.396130535235165	PA1658
PA1659	28.226249815533333	low	4.818965557648333	PA1659
PA1660	40.498578446	medium_low	5.339799363257468	PA1660
PA1661	74.071533386	medium_high	6.21084729823583	PA1661
PA1662	101.73547203263335	medium_high	6.66867898010978	PA1662
PA1663	29.098767152866667	low	4.8628861256799265	PA1663
PA1664	0.0	not_expressed		PA1664
PA1665	63.0436492641	medium_low	5.97827914209983	PA1665
PA1666	40.4367763569	medium_low	5.337596084232923	PA1666
PA1667	60.741457745266665	medium_low	5.924609627308289	PA1667
PA1668	26.701985822266668	low	4.738875133781509	PA1668
PA1669	47.944206054666665	medium_low	5.583284574338156	PA1669
stp1	46.068450446599996	medium_low	5.525707167311743	PA1670
stk1	63.98476970666667	medium_low	5.999656636194801	PA1671
PA1672	122.32825540023333	medium_high	6.934613866065236	PA1672
PA1673	1184.1645822857333	high	10.209653893961823	PA1673
folE2	423.3631559255	high	8.725751910994452	PA1674
PA1675	101.46338662843334	medium_high	6.664815410200741	PA1675
PA1676	80.43175136276668	medium_high	6.3296932292628165	PA1676
PA1677	394.9887263776333	high	8.625667666782984	PA1677
PA1678	128.94758230943333	medium_high	7.010640913480451	PA1678
PA1679	367.3568667255333	high	8.52103843186282	PA1679
PA1680	52.5022079203	medium_low	5.714306189831614	PA1680
aroC	207.82640929886665	high	7.699235184457722	PA1681
PA1682	65.62000824283332	medium_low	6.036063869967316	PA1682
PA1683	92.47543090986669	medium_high	6.530998212811159	PA1683
PA1684	183.86596641786664	high	7.522510651448999	PA1684
masA	55.56578125986666	medium_low	5.796124805096377	PA1685
alkA	96.00257797453332	medium_high	6.585001242191341	PA1686
speE	75.04739150890002	medium_high	6.229730022528464	PA1687
PA1688	70.19637120963334	medium_high	6.13332454745165	PA1688
PA1689	34.22975677873333	medium_low	5.09717913612901	PA1689
pscU	16.604095314866665	low	4.053467213674282	PA1690
pscT	10.994561001633334	low	3.4587180953139303	PA1691
PA1692	22.174364630899998	low	4.470820862007522	PA1692
pscR	70.2756797015	medium_high	6.134953597206835	PA1693
pscQ	20.982482471933334	low	4.391113470518244	PA1694
pscP	17.970652445933336	low	4.167570883447243	PA1695
pscO	44.914281314166665	medium_low	5.4891023439770885	PA1696
PA1697	35.094946674	medium_low	5.133191406522371	PA1697
popN	28.820448874566665	low	4.849020900353813	PA1698
PA1699	10.524472265733333	low	3.3956759881602463	PA1699
PA1700	29.334646486266667	low	4.874533700989599	PA1700
PA1701	21.795659256833336	low	4.4459689366696535	PA1701
PA1702	17.641505069666668	low	4.14090174330649	PA1702
pcrD	16.097447076033333	low	4.008760001687805	PA1703
pcrR	24.293560764966667	low	4.602502059602287	PA1704
pcrG	178.87617560189997	high	7.482817438372833	PA1705
pcrV	75.7023264191	medium_high	6.242265731448784	PA1706
pcrH	64.22461622156668	medium_low	6.005054459119771	PA1707
popB	60.22700364203333	medium_low	5.9123385799694805	PA1708
popD	53.7977288372	medium_low	5.749473363125188	PA1709
exsC	308.8845816507667	high	8.270924048661493	PA1710
PA1711	140.8581007782	medium_high	7.138098725560487	PA1711
exsB	95.5071122338	medium_high	6.57753626680405	PA1712
exsA	192.47472802360002	high	7.58852522182378	PA1713
exsD	175.6107862062	high	7.456237649273803	PA1714
pscB	92.01916612473333	medium_high	6.523862477723187	PA1715
pscC	40.44257567206666	medium_low	5.337802976178418	PA1716
pscD	26.4285036835	low	4.724022840354778	PA1717
pscE	16.992441124133332	low	4.086821219022182	PA1718
pscF	20.309790697233336	low	4.344103466888763	PA1719
pscG	34.208140704	medium_low	5.096267787124867	PA1720
pscH	20.48186275646667	low	4.356275024449329	PA1721
pscI	44.06257984050001	medium_low	5.461482061422645	PA1722
pscJ	31.593891057333337	medium_low	4.981573723121958	PA1723
pscK	8.410588202133335	not_expressed		PA1724
pscL	25.105710404333333	low	4.649943643725368	PA1725
bglX	35.46246872086667	medium_low	5.148221067880252	PA1726
mucR	96.63527173423334	medium_high	6.59447796167314	PA1727
PA1728	285.7595534938334	high	8.158657921102602	PA1728
PA1729	150.24147704553332	high	7.231139341290866	PA1729
PA1730	20.164289518433336	low	4.333730668680219	PA1730
PA1731	17.852246813433336	low	4.1580337524812565	PA1731
PA1732	25.982777063966665	low	4.699483730534525	PA1732
PA1733	35.170666995366666	medium_low	5.136300790151498	PA1733
PA1734	20.627957645366667	low	4.366529083307045	PA1734
PA1735	36.771725479333334	medium_low	5.200524970152299	PA1735
PA1736	22.151921424999998	low	4.469359936335581	PA1736
PA1737	25.200590441199996	low	4.655385630859065	PA1737
PA1738	95.2453829208	medium_high	6.573577253648581	PA1738
PA1739	23.6495695556	low	4.563742020284903	PA1739
PA1740	32.32150523326667	medium_low	5.014422481776643	PA1740
PA1741	249.75073147753332	high	7.964345093207691	PA1741
PA1742	889.5056388428333	high	9.796859940972395	PA1742
PA1743	11.796801424433333	low	3.5603238362840766	PA1743
PA1744	10.525954804800001	low	3.395879200356918	PA1744
PA1745	59.496243289966664	medium_low	5.894726671576186	PA1745
PA1746	879.0056865854334	high	9.779728688456336	PA1746
PA1747	43.496713078	medium_low	5.442834479636422	PA1747
PA1748	123.39713062976666	medium_high	6.947165037468414	PA1748
PA1749	548.4738426375667	high	9.099279008221034	PA1749
PA1750	145.8323576941667	medium_high	7.1881670541962785	PA1750
PA1751	119.51344102809999	medium_high	6.901029069186825	PA1751
PA1752	147.69150338633332	high	7.206443020786071	PA1752
PA1753	239.11883706289998	high	7.901583975477864	PA1753
cysB	284.54726905983335	high	8.152524523057457	PA1754
PA1755	104.31582031713333	medium_high	6.7048141603100095	PA1755
cysH	66.8340094213	medium_high	6.062510520005433	PA1756
thrH	87.89367600206667	medium_high	6.457687461295028	PA1757
pabB	59.6889567854	medium_low	5.899392134172111	PA1758
PA1759	219.608357207	high	7.778789146994333	PA1759
PA1760	61.03730045686666	medium_low	5.931619251299403	PA1760
PA1761	39.215718304599996	medium_low	5.293360121036243	PA1761
PA1762	30.0092610654	low	4.907335889984579	PA1762
PA1763	33.834686593966666	medium_low	5.080431120011637	PA1763
PA1764	17.61446749326667	low	4.138688955957209	PA1764
PA1765	25.446020598100002	low	4.6693681514918906	PA1765
PA1766	140.1119239122	medium_high	7.130435928105805	PA1766
PA1767	112.24609857303334	medium_high	6.810521490713046	PA1767
PA1768	98.3617270109	medium_high	6.620025160526805	PA1768
PA1769	379.3242415192667	high	8.567287762836061	PA1769
ppsA	320.5618345945333	high	8.32445886130962	PA1770
estX	25.104088519266668	low	4.649850439387029	PA1771
PA1772	347.8917110021334	high	8.442494494951042	PA1772
cmaX	99.38637539753334	medium_high	6.634976185169346	PA1773
crfX	649.8067712655001	high	9.343866967022084	PA1774
cmpX	356.8253499578	high	8.479074302116103	PA1775
sigX	873.7646920587666	high	9.771100998897555	PA1776
oprF	5128.069717608066	high	12.324200160613222	PA1777
cobA	24.926812707233335	low	4.639626517811503	PA1778
PA1779	11.018181875766667	low	3.461814277488317	PA1779
nirD	2.696453018533333	not_expressed		PA1780
nirB	7.8931278770999995	not_expressed		PA1781
PA1782	7.7102406448666665	not_expressed		PA1782
nasA	2.3297639023	not_expressed		PA1783
PA1784	32.096145790566666	medium_low	5.004328159129613	PA1784
PA1785	11.082124898433333	low	3.4701626266819137	PA1785
PA1786	7.419151856566667	not_expressed		PA1786
acnB	156.87300122376666	high	7.293453267050531	PA1787
PA1788	139.61797705366666	medium_high	7.125340903072979	PA1788
PA1789	360.45063882896665	high	8.493657895863551	PA1789
PA1790	51.212521071999994	medium_low	5.678424676207069	PA1790
PA1791	27.355149691999998	low	4.773740545300422	PA1791
PA1792	67.7825947647	medium_high	6.0828429601323	PA1792
ppiB	1330.0917851307668	high	10.377310089323906	PA1793
glnS	102.44473715573334	medium_high	6.678702061148299	PA1794
cysS	101.48723027343334	medium_high	6.665154400139097	PA1795
folD	107.51256748256667	medium_high	6.748361500613057	PA1796
PA1797a	73.41399044303333	medium_high	6.1979831173488105	PA1797a
PA1797	16.84493218293333	low	4.074242715122472	PA1797
parS	53.516911357366666	medium_low	5.7419229504408715	PA1798
parR	43.60502137513333	medium_low	5.446422374290358	PA1799
tig	642.7555660344334	high	9.328126388113322	PA1800
clpP	905.5689388792001	high	9.822680664184077	PA1801
clpX	1874.7910213225666	high	10.872514075308311	PA1802
lon	542.0604334415	high	9.082309894058678	PA1803
hupB	19028.0912414022	high	14.21584322783101	PA1804
ppiD	195.65903228159996	high	7.612197901225259	PA1805
fabI	202.66376705636665	high	7.662944371521807	PA1806
PA1807	71.59307807283334	medium_high	6.161748203148723	PA1807
PA1808	66.68710345666666	medium_low	6.059335882113251	PA1808
PA1809	80.8695347454	medium_high	6.337524406324737	PA1809
PA1810	87.25453328566668	medium_high	6.4471581829873195	PA1810
PA1811	182.67738020873333	high	7.51315419494428	PA1811
mltD	195.33374872646664	high	7.609797421712916	PA1812
PA1813	127.83089138603334	medium_high	6.998092707311822	PA1813
PA1814	196.9442283231	high	7.621643327510368	PA1814
rnhA	130.25433286773332	medium_high	7.025187553854875	PA1815
dnaQ	271.3849227274	high	8.084196761266083	PA1816
PA1817	358.029745835	high	8.483935644263962	PA1817
ldcA	75.3233476504	medium_high	6.235025215010847	PA1818
PA1819	114.04117937253334	medium_high	6.833411054069464	PA1819
nhaB	88.71263778006666	medium_high	6.471067736774388	PA1820
PA1821	212.01507401669997	high	7.728023032091599	PA1821
fimL	198.54187636043332	high	7.633299521806671	PA1822
PA1823	152.00119351483332	high	7.247938841543395	PA1823
PA1824	81.05239936243333	medium_high	6.340782988798568	PA1824
PA1825	44.295519722533335	medium_low	5.4690888794248425	PA1825
PA1826	131.77940182760003	medium_high	7.041981072992126	PA1826
PA1827	16.30442210216667	low	4.027191401652147	PA1827
PA1828	74.7163382173	medium_high	6.223351846439306	PA1828
PA1829	56.05385433023334	medium_low	5.808741672769655	PA1829
PA1830	2018.0750746793335	high	10.978764129994822	PA1830
PA1831	149.74052371616665	high	7.226320895157546	PA1831
PA1832	195.0692126196	high	7.607842288039718	PA1832
PA1833	196.60621954956665	high	7.619165151185608	PA1833
PA1833a	61.5216851028	medium_low	5.943023114704631	PA1833a
PA1835	64.22770839393333	medium_low	6.00512391775749	PA1835
PA1836	34.910776677866664	medium_low	5.12560054850797	PA1836
PA1837	132.32819027253333	medium_high	7.0479766257983805	PA1837
cysI	95.03697810036665	medium_high	6.570417058246928	PA1838
PA1837a	216.5310932769	high	7.7584303966920025	PA1837a
PA1839	43.68513045593334	medium_low	5.449070393651593	PA1839
PA1840	111.50452611793334	medium_high	6.8009584620312316	PA1840
PA1841	103.35232270216666	medium_high	6.691427001501249	PA1841
PA1842	79.22413077206666	medium_high	6.307868020681892	PA1842
metH	59.937088511266666	medium_low	5.905377100454331	PA1843
PA1844	27.507379494633337	low	4.781746801965282	PA1844
PA1845	18.439573611533334	low	4.2047333908043685	PA1845
cti	87.78902476009999	medium_high	6.455968682553455	PA1846
PA1847	4841.814995197533	high	12.241332239957178	PA1847
PA1848	18.070488036466667	low	4.175563565023597	PA1848
PA1849	2.3434435634666664	not_expressed		PA1849
PA1850	30.471749414033336	low	4.929400423874674	PA1850
PA1851	25.111599159433336	low	4.650282000275829	PA1851
PA1852	2117.670524916933	high	11.048262431573315	PA1852
PA1853	61.37768825976667	medium_low	5.93964240379086	PA1853
PA1854	25.852585254833333	low	4.692236651939558	PA1854
PA1855	9.348276566800001	not_expressed		PA1855
PA1856	66.15217897836666	medium_low	6.047716772925855	PA1856
PA1857	38.3386628986	medium_low	5.260728117256049	PA1857
str	29.6241617923	low	4.888702428807121	PA1858
PA1859	27.2915278393	low	4.77038125697769	PA1859
PA1860	38.684422508266664	medium_low	5.273680831946748	PA1860
modC	44.50588745343333	medium_low	5.475924290248343	PA1861
modB	89.67654087609999	medium_high	6.486658724534443	PA1862
modA	45.995075475633335	medium_low	5.523407500248317	PA1863
PA1864	33.840740195933336	medium_low	5.080689219649109	PA1864
PA1865	32.234216847899994	medium_low	5.010521027548217	PA1865
PA1866	104.8750545529	medium_high	6.712527750887287	PA1866
PA1866a	75.80585239286667	medium_high	6.24423732708636	PA1866a
xphA	5.934051652166667	not_expressed		PA1867
xqhA	10.622107969533333	low	3.408998193930705	PA1868
PA1869	115.13924977843334	medium_high	6.847235906894635	PA1869
PA1870	40.36685396	medium_low	5.335099247889353	PA1870
lasA	41.01225119950001	medium_low	5.3579830315594625	PA1871
PA1872	69.7097592576	medium_high	6.123288740176656	PA1872
PA1873	23.961826679633333	low	4.58266598803893	PA1873
PA1874	31.493689511833335	medium_low	4.976990875181437	PA1874
PA1875	12.655703501066666	low	3.66171580062048	PA1875
PA1876	27.276348286533334	low	4.769578606494693	PA1876
PA1877	8.2924147517	not_expressed		PA1877
PA1878	19.079771354	low	4.253971977529171	PA1878
PA1879	35.71564785113333	medium_low	5.158484385701306	PA1879
PA1880	15.6756432576	low	3.970452740817918	PA1880
PA1881	32.05601006946667	medium_low	5.002522962949624	PA1881
PA1882	94.59753063139999	medium_high	6.563730618913648	PA1882
PA1883	17.632714868666667	low	4.140182715094056	PA1883
PA1884	102.488645427	medium_high	6.679320274202526	PA1884
PA1885	43.2014827561	medium_low	5.433008924131704	PA1885
polB	85.94007951323333	medium_high	6.42525920680599	PA1886
PA1887	96.07056456353332	medium_high	6.58602256060783	PA1887
PA1888	48.5758065753	medium_low	5.602166046076769	PA1888
PA1889	81.71874546830001	medium_high	6.352595151129883	PA1889
PA1890	88.16316620386665	medium_high	6.462104131235101	PA1890
PA1891	7.855615578200001	not_expressed		PA1891
PA1892	5.5178275912	not_expressed		PA1892
PA1893	9.376140988200001	not_expressed		PA1893
PA1894	8.993592807266666	not_expressed		PA1894
PA1895	51.95036060836666	medium_low	5.699061858378672	PA1895
PA1896	15.898884074266666	low	3.990853602722769	PA1896
PA1897	22.089688538900003	low	4.4653011719530165	PA1897
qscR	50.40328851113333	medium_low	5.65544595884929	PA1898
phzA2	3.767544361166667	not_expressed		PA1899
phzB2	9.0155937485	not_expressed		PA1900
phzC2	2.3682475625333335	not_expressed		PA1901
phzD2	0.8911356675	not_expressed		PA1902
phzE2	0.15761065400000002	not_expressed		PA1903
phzF2	0.7373053793666666	not_expressed		PA1904
phzG2	1.2450559482	not_expressed		PA1905
PA1906	19.610684496433333	low	4.293567987499288	PA1906
PA1907	9.786201306566666	not_expressed		PA1907
PA1908	3.338972976333333	not_expressed		PA1908
PA1909	4.487075504666667	not_expressed		PA1909
femA	8.6403421478	not_expressed		PA1910
femR	12.935214849133331	low	3.6932321117399356	PA1911
femI	12.934385971066666	low	3.69313966205082	PA1912
PA1913	70.93132010383333	medium_high	6.148350892748394	PA1913
PA1914	20.3628960044	low	4.347870850508812	PA1914
PA1915	74.05900666500001	medium_high	6.21060329401763	PA1915
PA1916	14.847384359966668	low	3.8921368910125747	PA1916
PA1917	6.334256764733333	not_expressed		PA1917
PA1918	6.633946230533333	not_expressed		PA1918
nrdG	117.93175128313334	medium_high	6.881808383509691	PA1919
nrdD	11.187272827433333	low	3.4837864817055575	PA1920
PA1921	7.0668560806	not_expressed		PA1921
PA1922	1.8816183231999999	not_expressed		PA1922
PA1923	4.2226428344333335	not_expressed		PA1923
PA1924	18.576492387066665	low	4.215406212673159	PA1924
PA1925	8.151635623966667	not_expressed		PA1925
PA1926	29.987594319233335	low	4.9062938850859785	PA1926
metE	12.361842819433335	low	3.6278219213240597	PA1927
rimJ	7.169601252166667	not_expressed		PA1928
PA1929	13.946947170433333	low	3.8018774618115465	PA1929
PA1930	33.886245803566666	medium_low	5.082627906964826	PA1930
PA1931	25.590805203666665	low	4.67755363675714	PA1931
PA1932	26.369481569399998	low	4.720797302623475	PA1932
PA1933	278.4888826028666	high	8.121475925477016	PA1933
PA1934	60.321779871366665	medium_low	5.914607092686752	PA1934
PA1937	49.7201047955	medium_low	5.635757432061928	PA1937
PA1938	53.99510841543334	medium_low	5.754756809858886	PA1938
PA1939	270.7920803598667	high	8.081041735952692	PA1939
PA1940	36.91380890046667	medium_low	5.206088702649793	PA1940
PA1941	36.4081745259	medium_low	5.186190502012732	PA1941
PA1942	88.11324974860001	medium_high	6.461287071006055	PA1942
PA1943	75.9670955168	medium_high	6.247302757994834	PA1943
PA1944	33.662709939766664	medium_low	5.073079417107538	PA1944
PA1945	34.449414748033334	medium_low	5.1064075684618615	PA1945
rbsB	476.54411702569996	high	8.896465970474395	PA1946
